workclass,education,marital-status,occupation,relationship,race
 ?, HS-grad, Never-married, ?, Not-in-family, White
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Assoc-voc, Never-married, Craft-repair, Own-child, White
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White
 State-gov, Some-college, Never-married, Transport-moving, Own-child, White
 ?, 11th, Divorced, ?, Own-child, White
 State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White
 Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander
 Private, 10th, Never-married, Priv-house-serv, Other-relative, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White
 Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White
 State-gov, HS-grad, Married-spouse-absent, Other-service, Unmarried, White
 Private, Some-college, Married-civ-spouse, Sales, Wife, White
 Private, HS-grad, Divorced, Other-service, Own-child, White
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, 9th, Married-civ-spouse, Transport-moving, Husband, White
 Private, 11th, Never-married, Craft-repair, Own-child, White
 State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black
 Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Divorced, Other-service, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Separated, Other-service, Not-in-family, Black
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, 10th, Married-spouse-absent, Other-service, Not-in-family, Black
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Private, Masters, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander
 Private, Assoc-acdm, Widowed, Tech-support, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White
 Private, HS-grad, Divorced, Sales, Unmarried, Black
 Private, HS-grad, Separated, Transport-moving, Not-in-family, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White
 Private, Assoc-voc, Divorced, Tech-support, Unmarried, Black
 Federal-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, 12th, Never-married, Other-service, Own-child, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Sales, Own-child, White
 Private, 12th, Separated, Machine-op-inspct, Other-relative, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black
 Private, HS-grad, Never-married, Tech-support, Not-in-family, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black
 ?, 12th, Never-married, ?, Own-child, White
 Local-gov, 9th, Never-married, Other-service, Own-child, White
 Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White
 Private, 9th, Never-married, Other-service, Own-child, White
 State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black
 Private, HS-grad, Never-married, Sales, Other-relative, White
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White
 Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Other-relative, White
 Private, Some-college, Never-married, Other-service, Other-relative, White
 Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White
 Private, Some-college, Separated, Tech-support, Unmarried, Black
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Other-service, Other-relative, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, 7th-8th, Never-married, Other-service, Own-child, White
 Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, 11th, Never-married, Other-service, Own-child, Black
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White
 ?, HS-grad, Never-married, ?, Not-in-family, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White
 Private, Bachelors, Divorced, Sales, Not-in-family, White
 Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black
 Private, 11th, Married-civ-spouse, Other-service, Wife, Black
 Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White
 Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Separated, Adm-clerical, Unmarried, White
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Other
 State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White
 Private, 11th, Never-married, Sales, Own-child, White
 Private, HS-grad, Divorced, Sales, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White
 Private, Some-college, Never-married, Adm-clerical, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White
 Local-gov, HS-grad, Widowed, Other-service, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander
 Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White
 ?, Bachelors, Divorced, ?, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander
 Private, Bachelors, Divorced, Sales, Not-in-family, White
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White
 Local-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White
 Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-inc, Masters, Never-married, Other-service, Own-child, White
 Private, Some-college, Divorced, Other-service, Not-in-family, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White
 State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Masters, Never-married, Sales, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, 11th, Widowed, Adm-clerical, Not-in-family, White
 Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White
 Private, Some-college, Never-married, Transport-moving, Own-child, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Masters, Divorced, Exec-managerial, Not-in-family, White
 Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White
 Federal-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, 12th, Never-married, Other-service, Unmarried, Black
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black
 State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 ?, Some-college, Never-married, ?, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black
 Private, Bachelors, Separated, Prof-specialty, Other-relative, Black
 Private, 10th, Never-married, Other-service, Own-child, White
 Private, 11th, Divorced, Craft-repair, Not-in-family, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
